ProfileID,ModelCondition,ModelID,Datatype,WESKit,Product,Stranded,Source,SharedToDbgap
PR-Ueo2RW,MC-000886-8OYy,ACH-000886,rna,,,False,BROAD,
PR-UEOXGP,MC-002173-xXAh,ACH-002173,wes,AGILENT,,,SANGER,
PR-uERIsp,MC-001736-pJnl,ACH-001736,wes,ICE,,,BROAD,True
PR-uEVRa5,MC-000235-3Jp1,ACH-000235,wes,AGILENT,,,BROAD,
PR-uezrlM,MC-000571-l91a,ACH-000571,rna,,,False,BROAD,
PR-UF98e7,MC-000678-Fhbl,ACH-000678,wes,AGILENT,,,SANGER,
PR-ufFe7L,MC-000330-Kt52,ACH-000330,wgs,,,,BROAD,
PR-ufGqTY,MC-002709-26zN,ACH-002709,wgs,,,,BROAD,
PR-uFu7TD,MC-000561-m7ap,ACH-000561,wes,AGILENT,,,BROAD,
PR-Ug1AvP,MC-002499-dWxK,ACH-002499,rna,,,True,BROAD,
PR-ug9GqP,MC-000721-QnhE,ACH-000721,rna,,,False,BROAD,
PR-ugm4m4,MC-000068-QFYk,ACH-000068,wgs,,,,BROAD,
PR-UHauzg,MC-000438-97t0,ACH-000438,rna,,,False,BROAD,
PR-uhDFo2,MC-000121-7t1B,ACH-000121,rna,,,False,BROAD,
PR-uhiHj8,MC-000606-ClJi,ACH-000606,rna,,,False,BROAD,
PR-uiAmJy,MC-000909-LKj6,ACH-000909,wes,AGILENT,,,BROAD,
PR-uIFwjz,MC-001350-yZDB,ACH-001350,wgs,,,,BROAD,True
PR-uIQ9RF,MC-001828-se6f,ACH-001828,rna,,,True,BROAD,
PR-uIW9AY,MC-000273-86rL,ACH-000273,wes,AGILENT,,,SANGER,
PR-ujFcgb,MC-000399-rPgP,ACH-000399,wes,AGILENT,,,SANGER,
PR-UjJ531,MC-000044-Ar1B,ACH-000044,rna,,,False,BROAD,
PR-UjQ0Q2,MC-000284-Re3k,ACH-000284,wes,AGILENT,,,BROAD,
PR-ujr7KK,MC-001307-ZUMW,ACH-001307,wgs,,NOVA_SEQ_6000,,BROAD,
PR-ujvCEY,MC-000132-D7jg,ACH-000132,wes,AGILENT,,,BROAD,
PR-uKiczK,MC-000402-iC8K,ACH-000402,wgs,,NOVA_SEQ_6000,,BROAD,
PR-ukNBMh,MC-000777-ezmQ,ACH-000777,wgs,,,,BROAD,
PR-uKy2tK,MC-000520-YIm7,ACH-000520,wgs,,,,BROAD,
PR-uL2uoM,MC-001836-jYoz,ACH-001836,wes,ICE,,,BROAD,
PR-ULagYi,MC-000980-6nyV,ACH-000980,wes,AGILENT,,,SANGER,
PR-ULeizv,MC-001494-4tLW,ACH-001494,rna,,,True,BROAD,True
PR-uLhkBr,MC-002092-WVuR,ACH-002092,wes,AGILENT,,,SANGER,
PR-ulV4sS,MC-002067-5mbZ,ACH-002067,wes,AGILENT,,,SANGER,
PR-uLwAEv,MC-000277-Alx7,ACH-000277,wgs,,,,BROAD,
PR-uMEAcV,MC-001228-LeaL,ACH-001228,wes,ICE,,,BROAD,True
PR-uMouS2,MC-002237-ZOVP,ACH-002237,wes,AGILENT,,,SANGER,
PR-UMsViz,MC-000169-0day,ACH-000169,rna,,,False,BROAD,
PR-uN6QIJ,MC-002018-Bkao,ACH-002018,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-unkPlv,MC-001331-esqr,ACH-001331,wes,AGILENT,,,SANGER,
PR-UNMBBn,MC-000160-11p8,ACH-000160,wes,ICE,,,BROAD,
PR-uNZMrD,MC-000712-GZtg,ACH-000712,wgs,,,,BROAD,
PR-uOhnZZ,MC-000760-gvbr,ACH-000760,rna,,,False,BROAD,
PR-UONBZL,MC-000389-NbLV,ACH-000389,rna,,,False,BROAD,
PR-UOSXFI,MC-000677-aJN8,ACH-000677,wes,AGILENT,,,BROAD,
PR-UOveiJ,MC-000510-vWgo,ACH-000510,wgs,,,,BROAD,
PR-uoyRhw,MC-000778-Bi9Z,ACH-000778,wes,AGILENT,,,SANGER,
PR-uP1Tus,MC-000097-qJSn,ACH-000097,wes,AGILENT,,,BROAD,
PR-UP7AJK,MC-000969-8Uk9,ACH-000969,wes,AGILENT,,,SANGER,
PR-UPMOnp,MC-000975-PUD5,ACH-000975,wgs,,NOVA_SEQ_6000,,BROAD,
PR-UPrj3r,MC-000509-QeYM,ACH-000509,wgs,,,,BROAD,
PR-uQ6qid,MC-000700-mndS,ACH-000700,rna,,,True,BROAD,
PR-uqbh8b,MC-000514-fd1i,ACH-000514,rna,,,False,BROAD,
PR-uqGF1w,MC-001376-Gwba,ACH-001376,wes,ICE,,,BROAD,True
PR-uqlNf8,MC-003145-gyCX,ACH-003145,rna,,NOVA_SEQ_6000,True,BROAD,
PR-uRHa2w,MC-000983-un6i,ACH-000983,wes,AGILENT,,,SANGER,
PR-UrJrtk,MC-001577-0fJh,ACH-001577,wes,ICE,,,BROAD,True
PR-uRm8be,MC-000308-E734,ACH-000308,rna,,,False,BROAD,
PR-UrpBYx,MC-001345-KbHX,ACH-001345,wes,ICE,,,BROAD,True
PR-urSizP,MC-001861-0lWH,ACH-001861,wes,ICE,,,BROAD,True
PR-uRt0D1,MC-002371-bZXL,ACH-002371,wes,AGILENT,,,SANGER,
PR-urUs9X,MC-000472-TlNK,ACH-000472,wes,AGILENT,,,SANGER,
PR-urWkad,MC-000420-FBvj,ACH-000420,wgs,,,,BROAD,
PR-usiuei,MC-000192-PYXk,ACH-000192,rna,,,False,BROAD,
PR-usLYqC,MC-002136-YeHl,ACH-002136,wes,AGILENT,,,SANGER,
PR-uSMhrI,MC-002290-GiKX,ACH-002290,wgs,,NOVA_SEQ_6000,,BROAD,
PR-usYVu2,MC-000476-xgG1,ACH-000476,wes,AGILENT,,,SANGER,
PR-Ut1UDJ,MC-000535-t4WG,ACH-000535,rna,,,False,BROAD,
PR-Ut4uaT,MC-000432-msZ2,ACH-000432,rna,,,False,BROAD,
PR-UT5BUO,MC-001525-0dht,ACH-001525,wes,AGILENT,,,SANGER,
PR-utYyFZ,MC-000962-Uy5q,ACH-000962,rna,,,False,BROAD,
PR-UTZoJl,MC-002681-4WzP,ACH-002681,wgs,,NOVA_SEQ_6000,,BROAD,
PR-uuF8yk,MC-000137-Zhqt,ACH-000137,rna,,,False,BROAD,
PR-UUj3dy,MC-000463-Z0fK,ACH-000463,wes,AGILENT,,,SANGER,
PR-UupMo5,MC-002043-Zbg8,ACH-002043,wes,AGILENT,,,SANGER,
PR-uUwc6d,MC-000099-kZpG,ACH-000099,wes,AGILENT,,,SANGER,
PR-uv4nre,MC-001148-pMM7,ACH-001148,wes,ICE,,,BROAD,True
PR-Uvfqfs,MC-000764-6dKs,ACH-000764,wgs,,,,BROAD,
PR-UVMHi9,MC-002693-Sw2e,ACH-002693,wgs,,,,BROAD,True
PR-UVYGFt,MC-000389-is87,ACH-000389,wes,AGILENT,,,SANGER,
PR-uWaZFr,MC-002681-4WzP,ACH-002681,rna,,,True,BROAD,
PR-uWKgcA,MC-000905-htA7,ACH-000905,wgs,,,,BROAD,
PR-ux8lgh,MC-001099-jclT,ACH-001099,wes,ICE,,,BROAD,
PR-UxEzNY,MC-000542-5nl4,ACH-000542,wes,AGILENT,,,BROAD,
PR-uxMCaY,MC-001385-Q4sY,ACH-001385,wgs,,,,BROAD,True
PR-uY1Fyn,MC-000973-akaA,ACH-000973,wes,AGILENT,,,SANGER,
PR-uY72Wj,MC-003426-E5G1,ACH-003426,wes,ICE,HISEQ_X_10,,BROAD,
PR-uYaeFm,MC-001716-QsRU,ACH-001716,wes,AGILENT,,,SANGER,
PR-UyCDjX,MC-000098-U59c,ACH-000098,rna,,,False,BROAD,
PR-uyeqvA,MC-000139-Hnr6,ACH-000139,wgs,,,,BROAD,
PR-UYg6uV,MC-002512-OR6R,ACH-002512,wgs,,,,BROAD,
PR-uz4ejM,MC-002677-Kddq,ACH-002677,rna,,NOVA_SEQ_6000,True,BROAD,
PR-UzDP2h,MC-001377-bNuk,ACH-001377,wes,ICE,,,BROAD,True
PR-uzeoir,MC-000279-u8uu,ACH-000279,wgs,,NOVA_SEQ_6000,,BROAD,
PR-uzEp5Y,MC-000429-gjoP,ACH-000429,rna,,,False,BROAD,
PR-uzHwbi,MC-000274-21AI,ACH-000274,rna,,,False,BROAD,
PR-uZt2qt,MC-000577-J7sN,ACH-000577,wes,ICE,,,BROAD,
PR-V0CO22,MC-000316-sylV,ACH-000316,wgs,,,,BROAD,
PR-V1Tfkf,MC-000352-HPEl,ACH-000352,wgs,,,,BROAD,
PR-v1urNX,MC-000200-oWOr,ACH-000200,wes,AGILENT,,,SANGER,
PR-v3Dpu4,MC-000759-L1aL,ACH-000759,rna,,,False,BROAD,
PR-V3IPAF,MC-001321-SIx7,ACH-001321,rna,,,False,BROAD,
PR-v3Os2O,MC-000423-Tx7a,ACH-000423,rna,,,False,BROAD,
PR-v3s6l2,MC-002245-Y87b,ACH-002245,wes,AGILENT,,,SANGER,
PR-V3UMib,MC-000504-2V8V,ACH-000504,rna,,,False,BROAD,
PR-V46Fsi,MC-000977-eNOh,ACH-000977,wes,AGILENT,,,SANGER,
PR-v47I4Y,MC-002806-K1rH,ACH-002806,wgs,,,,BROAD,
PR-v47xoc,MC-001412-q1LP,ACH-001412,wes,ICE,,,BROAD,True
PR-V4DbaQ,MC-002346-Negh,ACH-002346,wes,AGILENT,,,SANGER,
PR-V4rEyG,MC-001192-OhhV,ACH-001192,rna,,,True,BROAD,
PR-V5Aul5,MC-000257-OIjN,ACH-000257,rna,,,False,BROAD,
PR-v5BGRz,MC-000256-WG8w,ACH-000256,rna,,,False,BROAD,
PR-V5ECBf,MC-001128-V4hU,ACH-001128,wgs,,NOVA_SEQ_6000,,BROAD,
PR-V5gLbW,MC-000263-MxQI,ACH-000263,wgs,,NOVA_SEQ_6000,,BROAD,
PR-v6aSUR,MC-001711-6tHe,ACH-001711,wes,AGILENT,,,SANGER,
PR-v6dl4k,MC-000264-AF5I,ACH-000264,wes,AGILENT,,,SANGER,
PR-v6GkOV,MC-000165-8cyy,ACH-000165,wes,AGILENT,,,BROAD,
PR-v728kC,MC-001061-78yQ,ACH-001061,wes,ICE,,,BROAD,
PR-V7BvgM,MC-000264-sUto,ACH-000264,rna,,,False,BROAD,
PR-V7nTHQ,MC-000464-IvZC,ACH-000464,rna,,,False,BROAD,
PR-v7rK69,MC-001693-1F9N,ACH-001693,rna,,,True,BROAD,
PR-V7yF9H,MC-000457-iohc,ACH-000457,wes,AGILENT,,,SANGER,
PR-v9p7an,MC-000111-l0dD,ACH-000111,wes,AGILENT,,,SANGER,
PR-vaaJsg,MC-000031-htZU,ACH-000031,wes,AGILENT,,,BROAD,
PR-ValKlT,MC-000698-61V3,ACH-000698,rna,,,False,BROAD,
PR-Vas5QC,MC-001864-217M,ACH-001864,rna,,,True,BROAD,True
PR-vaxvTg,MC-000516-kQiE,ACH-000516,wes,AGILENT,,,SANGER,
PR-vb25Kn,MC-000810-5d7Q,ACH-000810,wes,AGILENT,,,SANGER,
PR-vBFXO4,MC-000061-52tP,ACH-000061,wes,AGILENT,,,SANGER,
PR-VBW2VX,MC-000887-cOSG,ACH-000887,rna,,,False,BROAD,
PR-VCdH0u,MC-002465-1j4t,ACH-002465,wes,ICE,,,BROAD,True
PR-VCeNaZ,MC-001388-in95,ACH-001388,wes,ICE,,,BROAD,True
PR-Vclq4K,MC-001630-v6oL,ACH-001630,wes,AGILENT,,,SANGER,
PR-VCqemJ,MC-001335-yPd0,ACH-001335,wes,ICE,,,BROAD,True
PR-vCqYG0,MC-000260-8I0U,ACH-000260,rna,,,False,BROAD,
PR-vct1gT,MC-000484-thJb,ACH-000484,wes,AGILENT,,,SANGER,
PR-VcTZiv,MC-002926-BDYS,ACH-002926,rna,,,True,BROAD,True
PR-Vd2mq2,MC-000447-Xhod,ACH-000447,rna,,,False,BROAD,
PR-vE6f3B,MC-000599-SvzV,ACH-000599,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vE8egc,MC-002936-EOFj,ACH-002936,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vEbhQi,MC-000566-4Sxv,ACH-000566,rna,,,False,BROAD,
PR-VeocjK,MC-001518-3HlU,ACH-001518,rna,,,True,BROAD,True
PR-VepCQY,MC-000950-hnD2,ACH-000950,wes,AGILENT,,,SANGER,
PR-VeXBGh,MC-001373-sepn,ACH-001373,wes,AGILENT,,,SANGER,
PR-vf1ybd,MC-000623-239I,ACH-000623,wes,AGILENT,,,BROAD,
PR-vFBZ2h,MC-000001-ztiA,ACH-000001,rna,,,False,BROAD,
PR-VFDGPx,MC-001401-li0Z,ACH-001401,wes,AGILENT,,,SANGER,
PR-VFQLXe,MC-000657-ERaD,ACH-000657,wes,AGILENT,,,SANGER,
PR-VfX2J4,MC-001702-d1DG,ACH-001702,wes,ICE,,,BROAD,True
PR-VfXZwU,MC-000380-q01W,ACH-000380,wes,AGILENT,,,BROAD,
PR-vg1ww6,MC-000749-3mRK,ACH-000749,rna,,,False,BROAD,
PR-VG2HGb,MC-003157-n8EJ,ACH-003157,rna,,NOVA_SEQ_6000,True,BROAD,
PR-vg2xl6,MC-000250-3qw8,ACH-000250,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vGhKl3,MC-000353-ilyC,ACH-000353,wes,AGILENT,,,SANGER,
PR-vgMZdF,MC-003119-0IBQ,ACH-003119,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vgO88o,MC-001743-I4IW,ACH-001743,rna,,,True,BROAD,
PR-vGphLy,MC-001075-R1R4,ACH-001075,wes,ICE,,,BROAD,
PR-VGraRK,MC-001712-DTo0,ACH-001712,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vhCGJp,MC-002689-00Y3,ACH-002689,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vhDLCX,MC-002401-V4Ih,ACH-002401,rna,,,True,BROAD,
PR-vhjVKS,MC-001989-udpF,ACH-001989,wgs,,,,BROAD,
PR-vhQ7Yl,MC-000349-Wfja,ACH-000349,wgs,,,,BROAD,
PR-VHuCQ4,MC-001603-5VOk,ACH-001603,wes,AGILENT,,,SANGER,
PR-vigXjr,MC-000373-zafG,ACH-000373,rna,,,False,BROAD,
PR-viylXs,MC-000506-UCrK,ACH-000506,wes,AGILENT,,,SANGER,
PR-VJ4QO4,MC-002225-0ukX,ACH-002225,wes,AGILENT,,,SANGER,
PR-VJskD1,MC-000876-kFGS,ACH-000876,wes,AGILENT,,,BROAD,
PR-vJToCF,MC-000844-KhKo,ACH-000844,wes,AGILENT,,,BROAD,
PR-vK0pFI,MC-001399-3VUK,ACH-001399,wes,AGILENT,,,SANGER,
PR-vk1X9X,MC-000757-hFFN,ACH-000757,wes,AGILENT,,,SANGER,
PR-VKDITz,MC-000527-f2HC,ACH-000527,wes,ICE,,,BROAD,
PR-vkLGdd,MC-000240-8RHw,ACH-000240,rna,,,False,BROAD,
PR-VknXZz,MC-000243-pHKG,ACH-000243,wgs,,,,BROAD,
PR-vKyC7c,MC-001350-yZDB,ACH-001350,rna,,,True,BROAD,True
PR-vKyeZU,MC-003465-R9P4,ACH-003465,wes,ICE,HISEQ_X_10,,BROAD,
PR-vlIHkF,MC-000830-uuPe,ACH-000830,wes,AGILENT,,,SANGER,
PR-VLl1A3,MC-002143-KBy3,ACH-002143,wes,AGILENT,,,SANGER,
PR-vlNETp,MC-000622-BOnI,ACH-000622,rna,,,False,BROAD,
PR-VLStra,MC-000863-dUqs,ACH-000863,wes,AGILENT,,,SANGER,
PR-VLTXhP,MC-000019-PiAK,ACH-000019,wgs,,,,BROAD,
PR-VLvqTG,MC-000270-7BX7,ACH-000270,rna,,,False,BROAD,
PR-vlZEC9,MC-001393-GjYg,ACH-001393,wgs,,,,BROAD,True
PR-vm60tT,MC-000505-3edj,ACH-000505,rna,,,False,BROAD,
PR-vm6g9M,MC-002142-CiZf,ACH-002142,wes,AGILENT,,,SANGER,
PR-vM7wlE,MC-000348-IJyL,ACH-000348,rna,,,False,BROAD,
PR-vMnbB3,MC-000506-Zcrt,ACH-000506,wgs,,,,BROAD,
PR-vN6yOP,MC-001328-hRbK,ACH-001328,wes,AGILENT,,,SANGER,
PR-VNI9w4,MC-000353-NYhT,ACH-000353,rna,,,False,BROAD,
PR-vnMZQb,MC-001648-qKEf,ACH-001648,wes,ICE,,,BROAD,True
PR-voM1Nr,MC-001378-93SH,ACH-001378,rna,,,True,BROAD,True
PR-voYF6y,MC-000900-wejh,ACH-000900,wgs,,,,BROAD,
PR-VOyovx,MC-000129-Xfg0,ACH-000129,wes,AGILENT,,,SANGER,
PR-vOzu7M,MC-003141-MG04,ACH-003141,rna,,NOVA_SEQ_6000,True,BROAD,
PR-vP9GO6,MC-001396-PnEE,ACH-001396,wes,ICE,,,BROAD,True
PR-vPcJUK,MC-001107-VhHM,ACH-001107,wes,AGILENT,,,SANGER,
PR-VPHL4s,MC-000244-nPup,ACH-000244,wgs,,NOVA_SEQ_6000,,BROAD,
PR-vPt9Bt,MC-000218-ekDt,ACH-000218,wes,AGILENT,,,SANGER,
PR-vPv1yo,MC-000074-OKtM,ACH-000074,rna,,,False,BROAD,
PR-vq5eee,MC-000042-XBux,ACH-000042,wes,AGILENT,,,SANGER,
PR-VqAoGS,MC-001450-e2AC,ACH-001450,wes,ICE,,,BROAD,True
PR-VqMWT8,MC-000152-QYcw,ACH-000152,rna,,,False,BROAD,
PR-Vqo315,MC-000034-1Ulp,ACH-000034,rna,,,False,BROAD,
PR-VqrmIZ,MC-000776-YERh,ACH-000776,rna,,,False,BROAD,
PR-VR7f7Y,MC-002711-FIAF,ACH-002711,wgs,,,,BROAD,
PR-VRmi5G,MC-002464-Ywbh,ACH-002464,rna,,,True,BROAD,True
PR-VROgY4,MC-001307-Y3bV,ACH-001307,wes,AGILENT,,,SANGER,
PR-VS2HIo,MC-000177-lGh6,ACH-000177,rna,,,False,BROAD,
PR-vsarxl,MC-000060-SiKf,ACH-000060,rna,,,False,BROAD,
PR-vsBlze,MC-000913-mRWp,ACH-000913,wes,AGILENT,,,SANGER,
PR-vsDdwO,MC-000803-P28d,ACH-000803,rna,,,False,BROAD,
PR-vSKNEp,MC-000395-m5bO,ACH-000395,wes,AGILENT,,,SANGER,
PR-VSmtFD,MC-000032-b8Um,ACH-000032,rna,,,False,BROAD,
PR-vsOIl2,MC-001679-DRZr,ACH-001679,wes,ICE,,,BROAD,
PR-VsuSKA,MC-000783-QiYu,ACH-000783,rna,,,False,BROAD,
PR-VTh6pY,MC-001841-Na7T,ACH-001841,wes,ICE,,,BROAD,
PR-Vts9ic,MC-000359-Xkje,ACH-000359,wgs,,,,BROAD,
PR-vtvyQ4,MC-001835-poui,ACH-001835,rna,,,True,BROAD,
PR-VU9Wts,MC-002042-doLH,ACH-002042,wes,ICE,,,BROAD,True
PR-vu9xHL,MC-003469-A3X1,ACH-003469,rna,,HISEQ_2500,True,BROAD,
PR-vUaWgR,MC-001302-Hq6B,ACH-001302,wes,ICE,,,BROAD,
PR-VuD5rl,MC-000894-7WG1,ACH-000894,wgs,,,,BROAD,
PR-VUoQ0c,MC-001075-R1R4,ACH-001075,rna,,,False,BROAD,
PR-vuRAsN,MC-000597-RDyO,ACH-000597,wes,ICE,,,BROAD,
PR-VURGSl,MC-001300-8ioY,ACH-001300,wes,ICE,,,BROAD,True
PR-vUSWDj,MC-000351-SVDi,ACH-000351,wes,AGILENT,,,SANGER,
PR-vuT2eV,MC-001647-cFRC,ACH-001647,wes,ICE,,,BROAD,True
PR-VuYr6p,MC-000651-qG5h,ACH-000651,wgs,,NOVA_SEQ_6000,,BROAD,
PR-VvDpP0,MC-000547-i5oW,ACH-000547,wes,AGILENT,,,SANGER,
PR-VvSZhC,MC-002664-cIbD,ACH-002664,rna,,,True,BROAD,True
PR-VVVniJ,MC-000026-oSZT,ACH-000026,wes,AGILENT,,,BROAD,
PR-vW8e3y,MC-000154-Ip6F,ACH-000154,wes,AGILENT,,,BROAD,
PR-VWac8S,MC-001975-qLcp,ACH-001975,rna,,,True,BROAD,
PR-VWdCKv,MC-001543-1aK8,ACH-001543,wes,AGILENT,,,SANGER,
PR-VwShRb,MC-000688-wac7,ACH-000688,wes,AGILENT,,,SANGER,
PR-vWVWC4,MC-001060-vvTr,ACH-001060,wes,ICE,,,BROAD,True
PR-VxDQTg,MC-001517-JvBR,ACH-001517,rna,,,True,BROAD,True
PR-vxER4h,MC-000875-H5VC,ACH-000875,wes,AGILENT,,,SANGER,
PR-Vy4CRv,MC-000270-eNd9,ACH-000270,wes,AGILENT,,,SANGER,
PR-VY6lxi,MC-000538-l7Lz,ACH-000538,wgs,,,,BROAD,
PR-vYAqGj,MC-000652-huQ6,ACH-000652,wgs,,,,BROAD,
PR-VyJ2hP,MC-000709-QsXL,ACH-000709,rna,,,False,BROAD,
PR-vYutiJ,MC-000786-CERh,ACH-000786,wes,AGILENT,,,SANGER,
PR-VYzbJ2,MC-000793-rJhp,ACH-000793,wes,AGILENT,,,SANGER,
PR-Vz1NIO,MC-000102-cDc4,ACH-000102,rna,,,False,BROAD,
PR-vZcxjI,MC-001716-LELA,ACH-001716,rna,,,True,BROAD,True
PR-VzGMkU,MC-000279-zY8v,ACH-000279,wes,AGILENT,,,BROAD,
PR-VZHEvE,MC-000952-7GXZ,ACH-000952,rna,,,False,BROAD,
PR-VzrTwf,MC-000509-QeYM,ACH-000509,rna,,,False,BROAD,
PR-vZtlym,MC-002365-OetP,ACH-002365,wes,AGILENT,,,SANGER,
PR-vzY45q,MC-000136-EkZe,ACH-000136,rna,,,False,BROAD,
PR-vZyZVM,MC-001705-4mvl,ACH-001705,wgs,,,,BROAD,
PR-w00MaJ,MC-000597-RDyO,ACH-000597,rna,,,True,BROAD,
PR-W05ZUE,MC-001379-q3xU,ACH-001379,wes,ICE,,,BROAD,True
PR-w0AUkc,MC-001041-CkXW,ACH-001041,rna,,,True,BROAD,
PR-w17BEw,MC-001065-NuPp,ACH-001065,wes,AGILENT,,,SANGER,
PR-W1tE7B,MC-000720-MgEe,ACH-000720,wes,AGILENT,,,SANGER,
PR-W1Vu76,MC-001395-yQwP,ACH-001395,rna,,,True,BROAD,True
PR-w2evP5,MC-000467-6Db0,ACH-000467,wes,AGILENT,,,SANGER,
PR-W2jVpl,MC-000823-gUsF,ACH-000823,wes,AGILENT,,,SANGER,
PR-W3f0Ls,MC-000932-i4UI,ACH-000932,rna,,,False,BROAD,
PR-w3FZzN,MC-001394-lc2m,ACH-001394,rna,,,True,BROAD,True
PR-w3ptEE,MC-002060-kXBN,ACH-002060,wgs,,,,BROAD,
PR-w45aIp,MC-001547-7JIQ,ACH-001547,wgs,,,,BROAD,True
PR-w49cqq,MC-000934-sl2O,ACH-000934,wgs,,,,BROAD,
PR-w4xKgb,MC-001126-24g1,ACH-001126,wes,AGILENT,,,SANGER,
PR-W63IgE,MC-000961-IqS8,ACH-000961,wgs,,,,BROAD,
PR-W6AD3J,MC-000488-sREU,ACH-000488,rna,,,False,BROAD,
PR-w6rzl9,MC-001519-a7Bb,ACH-001519,wes,AGILENT,,,SANGER,
PR-W6TbGf,MC-001676-Iulf,ACH-001676,wgs,,NOVA_SEQ_6000,,BROAD,
PR-W7Xf5v,MC-001549-yjYw,ACH-001549,wes,AGILENT,,,SANGER,
PR-w8gCeg,MC-000275-IQdW,ACH-000275,wes,AGILENT,,,BROAD,
PR-w9FGAF,MC-000637-aARQ,ACH-000637,wgs,,,,BROAD,
PR-w9vaqz,MC-000179-iX25,ACH-000179,wgs,,,,BROAD,
PR-W9yGhh,MC-000254-Xo1Y,ACH-000254,wes,AGILENT,,,SANGER,
PR-Wa2xOE,MC-000302-TT0u,ACH-000302,wgs,,NOVA_SEQ_6000,,BROAD,
PR-wALKMR,MC-001818-ueZl,ACH-001818,rna,,,True,BROAD,
PR-wARViT,MC-000914-GsyT,ACH-000914,rna,,,False,BROAD,
PR-waV5HO,MC-000365-TMgT,ACH-000365,wgs,,NOVA_SEQ_6000,,BROAD,
PR-wbLnSg,MC-001274-gpFs,ACH-001274,rna,,,True,BROAD,
PR-WBnZkt,MC-000273-nfhd,ACH-000273,wgs,,NOVA_SEQ_6000,,BROAD,
PR-wBq2IE,MC-001450-e2AC,ACH-001450,rna,,,True,BROAD,True
PR-wBrNnr,MC-000594-xFjb,ACH-000594,wgs,,,,BROAD,
PR-WbTN8k,MC-002132-Ojjp,ACH-002132,wes,AGILENT,,,SANGER,
PR-WBtPbe,MC-000466-hcLR,ACH-000466,wes,AGILENT,,,BROAD,
PR-wbX0XD,MC-000375-3NLt,ACH-000375,wgs,,,,BROAD,
PR-wCf7pr,MC-001616-GhL4,ACH-001616,wes,ICE,,,BROAD,True
PR-wcIlWE,MC-002170-Lidu,ACH-002170,wes,AGILENT,,,SANGER,
PR-wCP4NG,MC-001543-oWoE,ACH-001543,wgs,,,,BROAD,True
PR-WcRp8L,MC-000610-VNJ6,ACH-000610,wes,AGILENT,,,SANGER,
PR-wcXD7g,MC-002790-DW9J,ACH-002790,wgs,,NOVA_SEQ_6000,,BROAD,
PR-WDBd5T,MC-000166-YiKe,ACH-000166,rna,,,False,BROAD,
PR-WdDv1i,MC-002397-bgFR,ACH-002397,wes,AGILENT,,,SANGER,
PR-WdM3Oy,MC-002509-QORQ,ACH-002509,rna,,,True,BROAD,
PR-wDOzJq,MC-001556-noFY,ACH-001556,wes,ICE,,,BROAD,True
PR-WdRLig,MC-000121-x0xD,ACH-000121,wes,AGILENT,,,SANGER,
PR-WefPGM,MC-000640-tL2u,ACH-000640,rna,,,False,BROAD,
PR-wEiQi3,MC-002508-1EaB,ACH-002508,wes,ICE,,,BROAD,True
PR-WEJ9td,MC-000283-v96S,ACH-000283,wgs,,,,BROAD,
PR-WF1VR0,MC-000758-1YGh,ACH-000758,rna,,,False,BROAD,
PR-WfmELG,MC-002196-0yqZ,ACH-002196,wes,AGILENT,,,SANGER,
PR-WFVmS3,MC-000696-I5h5,ACH-000696,rna,,,False,BROAD,
PR-wfZ79Z,MC-000126-1rwT,ACH-000126,rna,,,False,BROAD,
PR-WfzrKC,MC-000404-GqDy,ACH-000404,rna,,,False,BROAD,
PR-wgc6Rb,MC-002038-lXCp,ACH-002038,rna,,,True,BROAD,True
PR-wGqXtF,MC-002787-1SfB,ACH-002787,rna,,,True,BROAD,
PR-WguVHw,MC-000689-xez3,ACH-000689,wes,AGILENT,,,SANGER,
PR-WgUzdj,MC-000138-tChl,ACH-000138,wes,AGILENT,,,SANGER,
PR-wGySam,MC-000292-LgHL,ACH-000292,wes,AGILENT,,,SANGER,
PR-WgZfuJ,MC-001500-fjpJ,ACH-001500,wes,AGILENT,,,SANGER,
PR-WH8Zs5,MC-001032-G8OH,ACH-001032,wes,ICE,,,BROAD,True
PR-wHCEKi,MC-000564-riBO,ACH-000564,wes,AGILENT,,,BROAD,
PR-whKOqh,MC-000808-WFgD,ACH-000808,wes,AGILENT,,,BROAD,
PR-WHoiZN,MC-000209-gfOv,ACH-000209,wes,AGILENT,,,BROAD,
PR-wHpkcX,MC-001511-o65N,ACH-001511,rna,,,True,BROAD,True
PR-wHsQNb,MC-000692-bV06,ACH-000692,rna,,,False,BROAD,
PR-WHvVGL,MC-002001-n8MQ,ACH-002001,wes,ICE,,,BROAD,
PR-WI2NDh,MC-000499-mIS1,ACH-000499,rna,,,False,BROAD,
PR-Wih2BW,MC-000932-i4UI,ACH-000932,wgs,,,,BROAD,
PR-wIhfBR,MC-000616-6kI7,ACH-000616,rna,,,False,BROAD,
PR-WiM2X2,MC-000915-240W,ACH-000915,wes,AGILENT,,,SANGER,
PR-WiONV0,MC-000864-COg6,ACH-000864,rna,,,False,BROAD,
