ProfileID,ModelCondition,ModelID,Datatype,WESKit,Product,Stranded,Source,SharedToDbgap
PR-FYk1UR,MC-000203-Ylfj,ACH-000203,rna,,,False,BROAD,
PR-FZ3AZJ,MC-002650-KUc6,ACH-002650,rna,,,True,BROAD,
PR-FZ5nGv,MC-001638-xwcP,ACH-001638,wes,ICE,,,BROAD,True
PR-fZpHRq,MC-001996-wWA6,ACH-001996,wgs,,NOVA_SEQ_6000,,BROAD,
PR-FzRGD4,MC-001024-ud25,ACH-001024,wes,AGILENT,,,SANGER,
PR-fzrmuo,MC-000491-4Sgx,ACH-000491,rna,,,False,BROAD,
PR-fzvxxp,MC-000790-zhzx,ACH-000790,rna,,,False,BROAD,
PR-g2OgAz,MC-000659-KBx4,ACH-000659,wgs,,,,BROAD,
PR-g3gtC7,MC-000234-uzZ9,ACH-000234,wgs,,NOVA_SEQ_6000,,BROAD,
PR-g3kS9D,MC-001203-vJIJ,ACH-001203,wes,AGILENT,,,BROAD,
PR-G3LLpL,MC-000133-Kih3,ACH-000133,rna,,,False,BROAD,
PR-g3R9ni,MC-000153-IsfJ,ACH-000153,rna,,,False,BROAD,
PR-g3t2bv,MC-001106-BKoT,ACH-001106,rna,,,False,BROAD,
PR-G46D6E,MC-001750-fAbS,ACH-001750,wgs,,NOVA_SEQ_6000,,BROAD,
PR-G4nBwv,MC-001707-F2CK,ACH-001707,wgs,,,,BROAD,True
PR-g4oKyy,MC-000541-nrlm,ACH-000541,wes,AGILENT,,,BROAD,
PR-G580ye,MC-003475-H7Y4,ACH-003475,rna,,NOVA_SEQ_6000,True,BROAD,
PR-G5CRjD,MC-003125-sYQF,ACH-003125,wgs,,NOVA_SEQ_6000,,BROAD,
PR-g5QF67,MC-002464-Ywbh,ACH-002464,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-g5rswH,MC-002074-ehWg,ACH-002074,wgs,,,,BROAD,
PR-g6AdWm,MC-000417-ma4b,ACH-000417,rna,,,False,BROAD,
PR-G6BwzB,MC-001740-3u0E,ACH-001740,rna,,,True,BROAD,
PR-G6U4ng,MC-002921-KMac,ACH-002921,wgs,,,,BROAD,
PR-g73uDb,MC-000404-GqDy,ACH-000404,wes,AGILENT,,,BROAD,
PR-G8b3PF,MC-000641-2Ca9,ACH-000641,wes,AGILENT,,,BROAD,
PR-G8rozr,MC-000400-fOSQ,ACH-000400,wes,AGILENT,,,BROAD,
PR-g96FHP,MC-000070-FRqI,ACH-000070,wes,AGILENT,,,SANGER,
PR-G9uFht,MC-002291-NqNs,ACH-002291,wgs,,,,BROAD,True
PR-GABcbo,MC-001561-MKmJ,ACH-001561,wes,ICE,,,BROAD,True
PR-GAh7JK,MC-002662-0u5H,ACH-002662,rna,,,True,BROAD,
PR-gAjKyG,MC-000079-rZyX,ACH-000079,rna,,,False,BROAD,
PR-GAXQdQ,MC-000156-s6DS,ACH-000156,wes,AGILENT,,,SANGER,
PR-GbAE4Q,MC-000741-Gvsa,ACH-000741,wes,AGILENT,,,BROAD,
PR-gBB5AV,MC-000123-f35B,ACH-000123,rna,,,False,BROAD,
PR-GbH3a5,MC-001196-NGMx,ACH-001196,rna,,,True,BROAD,True
PR-gBIJXb,MC-001402-CPYn,ACH-001402,rna,,,True,BROAD,True
PR-GBULrr,MC-000678-5gY7,ACH-000678,rna,,,False,BROAD,
PR-GC84C9,MC-000707-Dpdu,ACH-000707,rna,,,False,BROAD,
PR-gCB400,MC-000052-uUW6,ACH-000052,wes,AGILENT,,,BROAD,
PR-gckfgt,MC-000800-vISL,ACH-000800,rna,,,False,BROAD,
PR-gCW6Ej,MC-000249-ZFHF,ACH-000249,wes,AGILENT,,,BROAD,
PR-gCyy2l,MC-000018-Zo2z,ACH-000018,wes,AGILENT,,,SANGER,
PR-GCzFCg,MC-002800-SZpV,ACH-002800,rna,,,True,BROAD,
PR-ge4PZ5,MC-002508-1EaB,ACH-002508,rna,,,True,BROAD,True
PR-gEc0bf,MC-000703-mnrW,ACH-000703,wgs,,,,BROAD,
PR-gEo6Dy,MC-001016-G5tE,ACH-001016,wes,AGILENT,,,SANGER,
PR-gEOXZ9,MC-000573-NdVR,ACH-000573,wes,AGILENT,,,BROAD,
PR-geQKUK,MC-001673-6Kys,ACH-001673,rna,,,True,BROAD,True
PR-gErAlu,MC-001577-0fJh,ACH-001577,rna,,,True,BROAD,True
PR-get6Pc,MC-000336-S5ga,ACH-000336,rna,,,False,BROAD,
PR-GF1Lzy,MC-000036-CO69,ACH-000036,rna,,,False,BROAD,
PR-GFGbFE,MC-003463-Z0L1,ACH-003463,wes,ICE,HISEQ_X_10,,BROAD,
PR-gfHHWs,MC-001668-M8yU,ACH-001668,wes,ICE,,,BROAD,True
PR-gfSBBp,MC-000020-t4nI,ACH-000020,rna,,,False,BROAD,
PR-GfTBRx,MC-000608-tjzi,ACH-000608,wes,ICE,,,BROAD,
PR-gGa2h9,MC-000954-kX2i,ACH-000954,wes,ICE,,,BROAD,
PR-gGFptV,MC-000122-PKNQ,ACH-000122,rna,,,False,BROAD,
PR-Ggfzdb,MC-000993-g8KR,ACH-000993,wes,AGILENT,,,BROAD,
PR-GGvVBy,MC-003121-PYY1,ACH-003121,wgs,,NOVA_SEQ_6000,,BROAD,
PR-gHfNU1,MC-000623-239I,ACH-000623,wgs,,NOVA_SEQ_6000,,BROAD,
PR-gHIuxO,MC-000510-Z2or,ACH-000510,wes,AGILENT,,,SANGER,
PR-GHS53C,MC-002373-0tXm,ACH-002373,wes,AGILENT,,,SANGER,
PR-GI0vZ5,MC-001578-6Nny,ACH-001578,wgs,,,,BROAD,True
PR-gJ2xo3,MC-000206-Jmpg,ACH-000206,wes,ICE,,,BROAD,
PR-gJ5wBu,MC-000370-WtKV,ACH-000370,wes,AGILENT,,,BROAD,
PR-Gj6QEV,MC-000934-sl2O,ACH-000934,rna,,,False,BROAD,
PR-gjJwnu,MC-000337-UoC5,ACH-000337,wes,AGILENT,,,SANGER,
PR-Gjnn57,MC-002800-SZpV,ACH-002800,wgs,,,,BROAD,
PR-gjoWcS,MC-001610-dKv7,ACH-001610,rna,,,True,BROAD,True
PR-gjPobh,MC-000477-pmML,ACH-000477,wgs,,NOVA_SEQ_6000,,BROAD,
PR-gJszNf,MC-000021-UvGW,ACH-000021,rna,,,False,BROAD,
PR-GK9z3H,MC-000749-3mRK,ACH-000749,wgs,,,,BROAD,
PR-gKk8nO,MC-001526-UhGC,ACH-001526,rna,,,True,BROAD,True
PR-gkmgBd,MC-002780-ddZi,ACH-002780,wgs,,,,BROAD,
PR-GkSvfv,MC-000789-b1IU,ACH-000789,rna,,,False,BROAD,
PR-GkWc1O,MC-001649-aJin,ACH-001649,wes,ICE,,,BROAD,True
PR-GLFhDo,MC-002497-wBYX,ACH-002497,rna,,,True,BROAD,
PR-gLL98a,MC-000457-BEt0,ACH-000457,rna,,,False,BROAD,
PR-GlQzO0,MC-001398-XBHi,ACH-001398,wes,ICE,,,BROAD,True
PR-glvWin,MC-000730-bqCG,ACH-000730,wes,AGILENT,,,SANGER,
PR-GM4Ehm,MC-001678-DptN,ACH-001678,rna,,,True,BROAD,
PR-GM83SN,MC-003451-A9W6,ACH-003451,rna,,HISEQ_2500,True,BROAD,
PR-GmchTa,MC-002061-Ox3b,ACH-002061,wgs,,,,BROAD,True
PR-gMEq6C,MC-000292-Oy94,ACH-000292,rna,,,False,BROAD,
PR-GmFFYV,MC-002041-CAG2,ACH-002041,wes,ICE,,,BROAD,True
PR-gmfVYW,MC-000370-WtKV,ACH-000370,rna,,,False,BROAD,
PR-GmX4vm,MC-000843-58wh,ACH-000843,wgs,,,,BROAD,
PR-gnBXqc,MC-000846-2o0D,ACH-000846,wgs,,,,BROAD,
PR-GNbxWa,MC-002029-eTYU,ACH-002029,wes,AGILENT,,,SANGER,
PR-GNJfYr,MC-002146-Mddl,ACH-002146,wes,AGILENT,,,SANGER,
PR-gNQqcU,MC-002302-aO7h,ACH-002302,wes,AGILENT,,,SANGER,
PR-GnWjak,MC-000790-qr1i,ACH-000790,wes,AGILENT,,,SANGER,
PR-GnzZWf,MC-000011-bxAg,ACH-000011,rna,,,False,BROAD,
PR-gOgH6x,MC-002016-n9sK,ACH-002016,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-GOM8AR,MC-000290-aDAR,ACH-000290,wes,ICE,,,BROAD,
PR-GoN0Kn,MC-001736-pJnl,ACH-001736,wgs,,NOVA_SEQ_6000,,BROAD,
PR-GOqi1p,MC-001613-audg,ACH-001613,wes,ICE,,,BROAD,True
PR-gOyGAM,MC-002216-iLEq,ACH-002216,wes,AGILENT,,,SANGER,
PR-gP1ErT,MC-001389-JiiU,ACH-001389,rna,,,True,BROAD,True
PR-GQJdlT,MC-000817-xdTH,ACH-000817,rna,,,False,BROAD,
PR-GQJS9H,MC-000354-WVTo,ACH-000354,rna,,,False,BROAD,
PR-GqKsFq,MC-001431-lLsj,ACH-001431,wes,ICE,,,BROAD,True
PR-gQNhen,MC-000108-qIhD,ACH-000108,wes,AGILENT,,,SANGER,
PR-gQRoV8,MC-002062-owy3,ACH-002062,rna,,,True,BROAD,True
PR-GR8pVV,MC-003103-SdQ4,ACH-003103,rna,,NOVA_SEQ_6000,True,BROAD,
PR-gRFGWY,MC-002689-00Y3,ACH-002689,rna,,NOVA_SEQ_6000,True,BROAD,
PR-grhyYE,MC-000877-xqqy,ACH-000877,wes,ICE,,,BROAD,
PR-griMjn,MC-001624-OLI2,ACH-001624,wgs,,NOVA_SEQ_6000,,BROAD,
PR-GRLHRt,MC-000261-Fkq1,ACH-000261,wes,ICE,,,BROAD,
PR-gSa2xM,MC-001229-AMZp,ACH-001229,rna,,,True,BROAD,True
PR-gSDwyR,MC-000860-66VU,ACH-000860,wes,AGILENT,,,SANGER,
PR-gSH3es,MC-002463-lGXh,ACH-002463,rna,,,True,BROAD,True
PR-GSORSG,MC-001683-bWTi,ACH-001683,wgs,,,,BROAD,
PR-GsPeEV,MC-001696-AgNq,ACH-001696,wgs,,,,BROAD,True
PR-GSwHU2,MC-000382-13CK,ACH-000382,wes,AGILENT,,,BROAD,
PR-GT62zV,MC-002462-9MWA,ACH-002462,wes,ICE,,,BROAD,True
PR-Gta1iS,MC-002055-I1ST,ACH-002055,wes,ICE,,,BROAD,True
PR-GTChuh,MC-001573-Kzh2,ACH-001573,wes,ICE,,,BROAD,True
PR-gtCMcX,MC-002286-KFl8,ACH-002286,wes,AGILENT,,,SANGER,
PR-gTg1kp,MC-000444-lwIE,ACH-000444,rna,,,False,BROAD,
PR-Gtgm4G,MC-001075-R1R4,ACH-001075,wgs,,NOVA_SEQ_6000,,BROAD,
PR-GThz6F,MC-002066-nmqF,ACH-002066,wes,ICE,,,BROAD,True
PR-gtpkTx,MC-001036-cOfn,ACH-001036,wgs,,,,BROAD,
PR-GtQmRJ,MC-001392-ka56,ACH-001392,rna,,,True,BROAD,True
PR-gUIf3s,MC-000362-z9Q8,ACH-000362,rna,,,False,BROAD,
PR-gUMdHg,MC-000913-p0yT,ACH-000913,rna,,,False,BROAD,
PR-Gutdfk,MC-001300-8ioY,ACH-001300,wgs,,,,BROAD,
PR-gVEJHz,MC-000035-eNCM,ACH-000035,wes,AGILENT,,,SANGER,
PR-GVYUEQ,MC-000090-ycrc,ACH-000090,rna,,,False,BROAD,
PR-GW3z1d,MC-001550-a6g4,ACH-001550,rna,,,True,BROAD,True
PR-GWHd54,MC-001382-KLz9,ACH-001382,rna,,,True,BROAD,True
PR-GWI1RK,MC-002067-S9Nv,ACH-002067,wgs,,NOVA_SEQ_6000,,BROAD,True
PR-gWKHTe,MC-002114-70zb,ACH-002114,wes,AGILENT,,,SANGER,
PR-gWlx0F,MC-001517-TVRG,ACH-001517,wes,AGILENT,,,SANGER,
PR-Gxa7VT,MC-001196-NGMx,ACH-001196,wes,ICE,,,BROAD,True
PR-GxfIvz,MC-000116-Wp16,ACH-000116,rna,,,False,BROAD,
PR-gXHYvm,MC-000013-MIEW,ACH-000013,rna,,,False,BROAD,
PR-GxTIq9,MC-000648-sjTM,ACH-000648,wes,AGILENT,,,SANGER,
PR-GxTlHW,MC-000754-IW8e,ACH-000754,rna,,,False,BROAD,
PR-gxuPCo,MC-000059-DjJ1,ACH-000059,wgs,,,,BROAD,
PR-GYB91T,MC-000965-naxM,ACH-000965,wgs,,,,BROAD,
PR-GYfpLB,MC-002255-MQ40,ACH-002255,wes,AGILENT,,,SANGER,
PR-gYTIm3,MC-002258-ZLKs,ACH-002258,wes,AGILENT,,,SANGER,
PR-gyWFK3,MC-000176-3bk6,ACH-000176,rna,,,False,BROAD,
PR-Gyy0vs,MC-000514-sDLl,ACH-000514,wes,AGILENT,,,SANGER,
PR-GZkVwh,MC-000067-VEBD,ACH-000067,wes,AGILENT,,,SANGER,
PR-gzMFyQ,MC-000667-RxbC,ACH-000667,wes,AGILENT,,,SANGER,
PR-GzomD6,MC-001111-jbYD,ACH-001111,wgs,,,,BROAD,True
PR-GZUMxm,MC-002189-EopU,ACH-002189,wes,AGILENT,,,SANGER,
PR-GZZYAm,MC-000728-MrCh,ACH-000728,wes,AGILENT,,,BROAD,
PR-H0niDs,MC-000711-ovtV,ACH-000711,wes,AGILENT,,,BROAD,
PR-H0Qdqb,MC-001765-czdh,ACH-001765,rna,,,True,BROAD,True
PR-h1jXJL,MC-000148-Vaxi,ACH-000148,wgs,,NOVA_SEQ_6000,,BROAD,
PR-H1MJSv,MC-002446-isJ2,ACH-002446,wgs,,NOVA_SEQ_6000,,BROAD,
PR-h1OtIX,MC-000950-Pk7o,ACH-000950,rna,,,False,BROAD,
PR-H29PoQ,MC-000546-f8TR,ACH-000546,wes,AGILENT,,,BROAD,
PR-h2XOKt,MC-000580-ymtS,ACH-000580,wgs,,NOVA_SEQ_6000,,BROAD,
PR-h2yCdU,MC-001019-R1ev,ACH-001019,wgs,,,,BROAD,
PR-H3qqz7,MC-000307-COGw,ACH-000307,wes,AGILENT,,,BROAD,
PR-H4aeGM,MC-001522-9yDR,ACH-001522,wes,ICE,,,BROAD,True
PR-H4LejU,MC-001207-Qnxo,ACH-001207,rna,,,False,BROAD,
PR-H4OMYl,MC-000488-ufMX,ACH-000488,wes,AGILENT,,,SANGER,
PR-h4toeM,MC-000366-wgzn,ACH-000366,wes,ICE,,,BROAD,
PR-H5CCg3,MC-000821-5U4q,ACH-000821,wes,AGILENT,,,BROAD,
PR-h5NMdB,MC-002264-dhZk,ACH-002264,wes,AGILENT,,,SANGER,
PR-h8BzuB,MC-001442-F4Lg,ACH-001442,wes,ICE,,,BROAD,True
PR-H8e5Hb,MC-000666-6AtF,ACH-000666,rna,,,False,BROAD,
PR-h8FBoU,MC-001233-1DvM,ACH-001233,wes,AGILENT,,,SANGER,
PR-h8HfNL,MC-000662-xLOJ,ACH-000662,rna,,,False,BROAD,
PR-H9ZIC2,MC-000196-uQGJ,ACH-000196,wes,AGILENT,,,SANGER,
PR-hbHzo5,MC-002475-EBcN,ACH-002475,wgs,,,,BROAD,
PR-HBKcFU,MC-000211-d793,ACH-000211,wgs,,,,BROAD,
PR-HbPL2F,MC-002459-cRI0,ACH-002459,wes,ICE,,,BROAD,
PR-hbv2Dm,MC-001385-Q4sY,ACH-001385,rna,,,True,BROAD,True
PR-hc2pj4,MC-001274-Kbp3,ACH-001274,wes,AGILENT,,,SANGER,
PR-hceF11,MC-001162-8YdS,ACH-001162,wes,AGILENT,,,BROAD,
PR-HCETwH,MC-000242-t9i8,ACH-000242,wes,AGILENT,,,SANGER,
PR-hclMO0,MC-002002-GZA1,ACH-002002,wgs,,NOVA_SEQ_6000,,BROAD,
PR-HCodtv,MC-000455-QvVM,ACH-000455,rna,,,False,BROAD,
PR-hCr92F,MC-000534-Qtqb,ACH-000534,rna,,,False,BROAD,
PR-HCvEQp,MC-000896-fwiv,ACH-000896,wes,AGILENT,,,SANGER,
PR-HcWhIT,MC-000496-y1LD,ACH-000496,wes,AGILENT,,,SANGER,
PR-HCYCNG,MC-000972-WC01,ACH-000972,wes,AGILENT,,,BROAD,
PR-HD4xg6,MC-001558-2y5e,ACH-001558,wes,ICE,,,BROAD,True
PR-hDSicj,MC-001978-f3Mf,ACH-001978,wgs,,,,BROAD,
PR-Hdt4Xh,MC-000141-aXn7,ACH-000141,rna,,,False,BROAD,
PR-hE01lT,MC-001622-QSPg,ACH-001622,wes,ICE,,,BROAD,True
PR-HEJeS7,MC-002349-GG31,ACH-002349,wes,ICE,,,BROAD,
PR-hepkqy,MC-001670-lwac,ACH-001670,wes,ICE,,,BROAD,True
PR-HEYOH9,MC-000750-bafP,ACH-000750,rna,,,False,BROAD,
PR-hfd5Tc,MC-000876-RsD0,ACH-000876,wes,AGILENT,,,SANGER,
PR-hfq8Sa,MC-000583-payY,ACH-000583,wgs,,NOVA_SEQ_6000,,BROAD,
PR-hGNA0B,MC-001280-e88r,ACH-001280,wgs,,NOVA_SEQ_6000,,BROAD,
PR-HhfBV1,MC-000981-VgEW,ACH-000981,rna,,,False,BROAD,
PR-hHPd12,MC-000705-R5uy,ACH-000705,wgs,,,,BROAD,
PR-hhpPii,MC-000933-ZKQP,ACH-000933,wes,AGILENT,,,BROAD,
PR-HhxI8n,MC-001081-EiKC,ACH-001081,wes,AGILENT,,,SANGER,
PR-HIcIZg,MC-001856-JW3a,ACH-001856,rna,,,True,BROAD,True
PR-HIKGMc,MC-000636-vNnG,ACH-000636,rna,,,False,BROAD,
PR-hInuPG,MC-000991-hFyc,ACH-000991,rna,,,False,BROAD,
PR-hIONKf,MC-000947-uz0w,ACH-000947,wes,AGILENT,,,SANGER,
PR-hJcExB,MC-000097-qJSn,ACH-000097,wgs,,,,BROAD,
PR-hjIWZF,MC-000910-xyM4,ACH-000910,rna,,,False,BROAD,
PR-hJMpMO,MC-000343-qm4k,ACH-000343,wes,AGILENT,,,SANGER,
PR-hK64QW,MC-000338-pAyK,ACH-000338,wgs,,,,BROAD,
PR-HK7MLs,MC-000647-597q,ACH-000647,rna,,,False,BROAD,
PR-hK7xqW,MC-001411-EIzh,ACH-001411,rna,,,True,BROAD,True
PR-Hkabt7,MC-001994-T0b8,ACH-001994,wgs,,,,BROAD,
PR-HKjaHs,MC-002148-xZIO,ACH-002148,wes,AGILENT,,,SANGER,
PR-HKt6Wk,MC-001016-oZJO,ACH-001016,rna,,,True,BROAD,
PR-hkuteC,MC-001093-wzFb,ACH-001093,wes,AGILENT,,,BROAD,
PR-HlfNG0,MC-000270-7BX7,ACH-000270,wgs,,,,BROAD,
PR-hluHxj,MC-002372-cfh6,ACH-002372,wes,AGILENT,,,SANGER,
PR-hlXqVX,MC-000188-4IZF,ACH-000188,wes,AGILENT,,,SANGER,
PR-HLYtov,MC-000583-payY,ACH-000583,rna,,,False,BROAD,
PR-HLZsmV,MC-001399-jcVk,ACH-001399,wes,ICE,,,BROAD,True
PR-Hm3uFM,MC-001029-lvBN,ACH-001029,wes,ICE,,,BROAD,
PR-hM4hT6,MC-000237-Fv8V,ACH-000237,wes,ICE,,,BROAD,
PR-hMA5Xe,MC-001695-fBP2,ACH-001695,wgs,,,,BROAD,
PR-hmkCrq,MC-000781-G5rR,ACH-000781,rna,,,False,BROAD,
PR-HmmpcB,MC-000180-OMR4,ACH-000180,wes,AGILENT,,,BROAD,
PR-HmuylQ,MC-001020-7mCY,ACH-001020,rna,,,True,BROAD,True
PR-HN3C6C,MC-000769-HyNe,ACH-000769,wgs,,,,BROAD,
PR-hN4fOZ,MC-000087-JDLx,ACH-000087,wes,AGILENT,,,SANGER,
PR-HnL4XR,MC-000833-KaSb,ACH-000833,wgs,,NOVA_SEQ_6000,,BROAD,
PR-HNPzqu,MC-001538-vm50,ACH-001538,wes,ICE,,,BROAD,True
PR-HOjBkF,MC-000588-mIbO,ACH-000588,rna,,,False,BROAD,
PR-hOYnpE,MC-001354-TZLe,ACH-001354,rna,,,True,BROAD,True
PR-HPBJ3f,MC-000609-rR5h,ACH-000609,rna,,,False,BROAD,
PR-hPeFPV,MC-000546-1McC,ACH-000546,wes,AGILENT,,,SANGER,
PR-HpHvbK,MC-000520-YIm7,ACH-000520,wes,ICE,,,BROAD,
PR-HPNL5a,MC-000183-k64I,ACH-000183,wgs,,NOVA_SEQ_6000,,BROAD,
PR-HpojcM,MC-002886-IBtz,ACH-002886,wgs,,,,BROAD,
PR-hPxwjS,MC-000039-iKfU,ACH-000039,rna,,,False,BROAD,
PR-hqvIZ0,MC-002705-7Y2X,ACH-002705,wgs,,,,BROAD,
PR-HR5cVs,MC-003071-5csX,ACH-003071,rna,,NOVA_SEQ_6000,True,BROAD,
PR-HRA6lV,MC-000838-Zbla,ACH-000838,wes,AGILENT,,,BROAD,
PR-HrGr0E,MC-000161-IphX,ACH-000161,rna,,,False,BROAD,
PR-HrvPOg,MC-001039-DJqh,ACH-001039,wes,AGILENT,,,SANGER,
PR-hs2Mvr,MC-000383-M8Xs,ACH-000383,wes,AGILENT,,,SANGER,
PR-hs3wNI,MC-000700-mndS,ACH-000700,rna,,,False,BROAD,
PR-hSjTFK,MC-000721-QnhE,ACH-000721,wes,AGILENT,,,BROAD,
PR-hSMfhE,MC-000905-IjEO,ACH-000905,wes,AGILENT,,,SANGER,
PR-HTlWWb,MC-000912-cLYP,ACH-000912,wes,AGILENT,,,BROAD,
PR-hTO7AX,MC-000628-etnt,ACH-000628,wgs,,,,BROAD,
PR-htpbeq,MC-000749-kHpJ,ACH-000749,wes,AGILENT,,,SANGER,
PR-Hu7pwC,MC-002538-BzRj,ACH-002538,wgs,,NOVA_SEQ_6000,,BROAD,
PR-HUlLE6,MC-001547-7JIQ,ACH-001547,wes,ICE,,,BROAD,True
PR-HUYTtP,MC-000636-NXBb,ACH-000636,wes,AGILENT,,,SANGER,
PR-Hv4nuW,MC-000196-sKap,ACH-000196,rna,,,False,BROAD,
PR-HV4OkR,MC-001842-XQ3q,ACH-001842,wes,ICE,,,BROAD,
PR-HvE8oO,MC-000655-bdkQ,ACH-000655,wgs,,NOVA_SEQ_6000,,BROAD,
PR-hvlDoR,MC-002004-Cnnn,ACH-002004,wgs,,NOVA_SEQ_6000,,BROAD,
PR-hVRrXM,MC-000023-zYrZ,ACH-000023,wgs,,,,BROAD,
PR-hVwjEz,MC-002139-gNNk,ACH-002139,wes,AGILENT,,,SANGER,
PR-hwbxfR,MC-000186-MEuo,ACH-000186,wes,AGILENT,,,SANGER,
PR-Hwjmfl,MC-002404-M0U0,ACH-002404,wes,ICE,HISEQ_4000,,BROAD,
PR-hWzCnF,MC-000940-41v2,ACH-000940,wgs,,,,BROAD,
PR-hXbLIL,MC-001680-sp3j,ACH-001680,rna,,NOVA_SEQ_6000,True,BROAD,True
PR-hxKVot,MC-000619-1kR8,ACH-000619,rna,,,False,BROAD,
PR-HXmKaZ,MC-000903-EHaY,ACH-000903,wgs,,,,BROAD,
PR-HXqSxZ,MC-000702-uMGs,ACH-000702,wes,AGILENT,,,SANGER,
PR-hXqy9s,MC-000022-fRaU,ACH-000022,rna,,,False,BROAD,
PR-hXuoiL,MC-002384-wbCc,ACH-002384,wes,AGILENT,,,SANGER,
PR-HxYvIU,MC-001346-JhaA,ACH-001346,rna,,,True,BROAD,True
PR-hXZzXy,MC-002110-cfJ6,ACH-002110,wes,AGILENT,,,SANGER,
PR-hy3gz2,MC-000707-Dpdu,ACH-000707,wes,AGILENT,,,BROAD,
PR-hy5Vel,MC-003468-Q4E6,ACH-003468,rna,,,True,BROAD,
PR-HyeiHz,MC-000718-EHx2,ACH-000718,wgs,,NOVA_SEQ_6000,,BROAD,
PR-hYGSTe,MC-000148-Vaxi,ACH-000148,wes,AGILENT,,,BROAD,
PR-HYhXuq,MC-001690-yWll,ACH-001690,rna,,,True,BROAD,True
PR-hyM4ok,MC-000846-WMVy,ACH-000846,wes,AGILENT,,,SANGER,
PR-hYm4sN,MC-003159-x7Hm,ACH-003159,rna,,NOVA_SEQ_6000,True,BROAD,
PR-HyMLJj,MC-000218-mAyO,ACH-000218,wes,AGILENT,,,BROAD,
PR-hZ1B6p,MC-000437-qpTL,ACH-000437,wes,AGILENT,,,SANGER,
PR-hz54pd,MC-000557-cEXn,ACH-000557,wes,AGILENT,,,BROAD,
PR-hzeifo,MC-000098-U59c,ACH-000098,wgs,,,,BROAD,
PR-hzeMyV,MC-001516-bRnF,ACH-001516,rna,,,True,BROAD,True
PR-HZg4qI,MC-000841-gQHi,ACH-000841,wes,AGILENT,,,SANGER,
PR-hZhjZA,MC-001398-XBHi,ACH-001398,rna,,,True,BROAD,True
PR-HzNj7n,MC-001359-BpGd,ACH-001359,wes,AGILENT,,,SANGER,
PR-hzq9Ct,MC-001599-WbUa,ACH-001599,wes,AGILENT,,,SANGER,
PR-hzrrDF,MC-000927-IUpq,ACH-000927,wes,AGILENT,,,SANGER,
PR-i0a92e,MC-001098-vhLt,ACH-001098,wes,ICE,,,BROAD,
PR-i13Tf1,MC-000276-Niqg,ACH-000276,wgs,,,,BROAD,
PR-i1FTOz,MC-000929-dOQ9,ACH-000929,wes,ICE,,,BROAD,
PR-i1T3z0,MC-000241-I2In,ACH-000241,rna,,,False,BROAD,
PR-I21681,MC-001538-vm50,ACH-001538,rna,,,True,BROAD,True
PR-I2AzwG,MC-001289-BpdI,ACH-001289,rna,,,True,BROAD,True
PR-i2pVuB,MC-002214-vqKT,ACH-002214,wgs,,,,BROAD,True
PR-i3038K,MC-000373-zafG,ACH-000373,wgs,,NOVA_SEQ_6000,,BROAD,
PR-I3AQvS,MC-000228-aDV5,ACH-000228,rna,,,False,BROAD,
PR-i3ekbD,MC-000892-fqZu,ACH-000892,rna,,,False,BROAD,
PR-i3IpRu,MC-000828-17AC,ACH-000828,wes,AGILENT,,,SANGER,
PR-i3qf08,MC-001520-y4jG,ACH-001520,rna,,,True,BROAD,True
PR-I3QLzA,MC-002023-a5ob,ACH-002023,rna,,,True,BROAD,True
PR-I3vWjE,MC-000308-xys6,ACH-000308,wes,AGILENT,,,SANGER,
PR-I3wdvK,MC-000872-Vecx,ACH-000872,wes,ICE,,,BROAD,
PR-i4D3ah,MC-001386-7apY,ACH-001386,wes,ICE,,,BROAD,True
PR-I4hDk0,MC-002668-UVjt,ACH-002668,wgs,,NOVA_SEQ_6000,,BROAD,
PR-i4s165,MC-001670-lwac,ACH-001670,wgs,,,,BROAD,True
PR-I5tq2d,MC-000744-6KoF,ACH-000744,wes,AGILENT,,,SANGER,
PR-I5Vo6X,MC-002544-9Y33,ACH-002544,rna,,,True,BROAD,
PR-I5YGjU,MC-000951-Um4n,ACH-000951,rna,,,False,BROAD,
PR-I6cseI,MC-000562-veWb,ACH-000562,rna,,,False,BROAD,
PR-i6J3tN,MC-000902-kHls,ACH-000902,wes,AGILENT,,,SANGER,
PR-i6syiS,MC-000926-5j81,ACH-000926,rna,,,False,BROAD,
PR-I6zJEc,MC-000769-9wUy,ACH-000769,wes,AGILENT,,,SANGER,
PR-I70CUq,MC-001492-4vwy,ACH-001492,rna,,,True,BROAD,
PR-i77vP2,MC-000817-8WNg,ACH-000817,wes,AGILENT,,,SANGER,
PR-I7fDcx,MC-000937-QPMF,ACH-000937,wes,ICE,,,BROAD,
PR-I7HUTM,MC-000290-6xSS,ACH-000290,wes,AGILENT,,,SANGER,
PR-I8qkql,MC-000433-fLcb,ACH-000433,rna,,,False,BROAD,
PR-i9CVhO,MC-000517-kcbL,ACH-000517,rna,,,False,BROAD,
PR-i9DRP1,MC-000242-8hgc,ACH-000242,rna,,,False,BROAD,
PR-i9KTe7,MC-000768-F0F5,ACH-000768,wes,AGILENT,,,SANGER,
PR-i9Rk7c,MC-000100-L6VD,ACH-000100,wes,AGILENT,,,SANGER,
